survived,pclass,age,sibsp,parch,fare,adult_male,embark_town,alive,FamilySize,sex_male,embarked_q,embarked_s,class_Second,class_Third,who_man,who_woman,alone_True,FamilyCategory_Small,FamilyCategory_Large,AgeGroup_Teen,AgeGroup_Young Adult,AgeGroup_Adult,AgeGroup_Senior
0,3,-0.26030847353242254,-0.5345451980491797,-0.5007544611783037,-0.8232504509676845,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,3,-0.9144983269198913,-0.5345451980491797,-0.5007544611783037,-0.784424355749482,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,1,0,0,0
0,3,-2.0775025107198357,3.50713800671291,0.6896894265922036,0.5728484376530422,False,Southampton,no,2.661360527649753,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1,3,-1.4960004188198637,-0.5345451980491797,1.8801333143627108,-0.26546711121322275,False,Southampton,yes,0.6901393658830515,1,0,1,0,1,0,0,0,1,0,0,0,0,0
1,1,-0.11493295055742946,-0.5345451980491797,0.6896894265922036,1.2427352917699204,False,Southampton,yes,0.0330656452941511,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,3,1.1207589947300116,0.47587560314134286,4.261021089903725,0.057172271585926776,False,Southampton,no,2.661360527649753,0,0,1,0,1,0,1,0,0,1,0,0,1,0
0,1,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.029229461434862325,True,Southampton,no,-0.6240080752947493,1,0,1,0,0,1,0,1,0,0,0,1,0,0
0,3,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,1.3081731207585263,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,1,2.283763178529956,-0.5345451980491797,-0.5007544611783037,0.3021594639486709,True,Southampton,no,-0.6240080752947493,1,0,1,0,0,1,0,1,0,0,0,0,0,1
0,3,-1.8594392262573463,3.50713800671291,0.6896894265922036,0.1107632199152771,False,Queenstown,no,2.661360527649753,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1,3,-2.0775025107198357,0.47587560314134286,0.6896894265922036,-0.6763325066620054,False,Southampton,yes,0.6901393658830515,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,1,1.9203243710924736,-0.5345451980491797,-0.5007544611783037,0.17948212737302674,True,Cherbourg,no,-0.6240080752947493,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,3,-0.8418105654323949,0.47587560314134286,0.6896894265922036,-0.8197856321042687,True,Southampton,no,0.6901393658830515,1,0,1,0,1,1,0,0,1,0,1,0,0,0
0,3,-0.11493295055742946,2.496717205522388,0.6896894265922036,-0.049279038266977666,True,Southampton,no,2.0042868070608524,1,0,1,0,1,1,0,0,0,1,0,1,0,0
0,1,1.4841978021674944,-0.5345451980491797,-0.5007544611783037,0.09271728833498563,False,Cherbourg,no,-0.6240080752947493,0,0,0,0,0,0,1,1,0,0,0,0,1,0
0,2,0.03044257241756362,-0.5345451980491797,-0.5007544611783037,-0.59466865095066,True,Southampton,no,-0.6240080752947493,1,0,1,1,0,1,0,1,0,0,0,1,0,0
0,3,0.46656914134254285,-0.5345451980491797,-0.5007544611783037,-1.1633889189356015,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,0,1,0
0,3,-0.11493295055742946,7.548821211475,1.8801333143627108,1.8792645147838354,False,Southampton,no,5.946729130594255,0,0,1,0,1,0,1,0,0,1,0,1,0,0
0,2,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.5049858394607268,True,Cherbourg,no,-0.6240080752947493,1,0,0,1,0,1,0,1,0,0,0,1,0,0
0,3,-1.4960004188198637,3.50713800671291,1.8801333143627108,0.20974242040111785,False,Southampton,no,3.3184342482386535,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1,2,-2.0775025107198357,1.4862964043318654,0.6896894265922036,0.5427718850192231,False,Southampton,yes,1.3472130864719518,1,0,1,1,0,0,0,0,1,0,0,0,0,0
1,3,-1.8594392262573463,-0.5345451980491797,1.8801333143627108,-0.1998455418303449,False,Southampton,yes,0.6901393658830515,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,1,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,1.0239967271603274,True,Southampton,no,-0.6240080752947493,1,0,1,0,0,1,0,1,0,0,0,1,0,0
1,3,-0.11493295055742946,0.47587560314134286,-0.5007544611783037,-0.48529936864586354,False,Queenstown,yes,0.0330656452941511,0,1,0,0,1,0,1,0,1,0,0,1,0,0
1,1,1.1207589947300116,-0.5345451980491797,-0.5007544611783037,-0.001887140858663212,True,Southampton,yes,-0.6240080752947493,1,0,1,0,0,1,0,1,0,0,0,0,1,0
0,3,0.757320187292529,0.47587560314134286,0.6896894265922036,-0.48529936864586354,True,Queenstown,no,0.6901393658830515,1,1,0,0,1,1,0,0,1,0,0,0,1,0
0,3,0.46656914134254285,-0.5345451980491797,-0.5007544611783037,-0.8179657272467168,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,0,1,0
1,2,0.1758180953925567,-0.5345451980491797,-0.5007544611783037,-0.59466865095066,False,Southampton,yes,-0.6240080752947493,0,0,1,1,0,0,1,1,0,0,0,1,0,0
0,2,-0.7691228039448983,-0.5345451980491797,-0.5007544611783037,-0.59466865095066,True,Southampton,no,-0.6240080752947493,1,0,1,1,0,1,0,1,0,0,0,1,0,0
1,3,-0.7691228039448983,0.47587560314134286,-0.5007544611783037,-0.8197856321042687,False,Southampton,yes,0.0330656452941511,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1,2,-1.9321269877448428,0.47587560314134286,0.6896894265922036,-0.025948382965718463,False,Southampton,yes,0.6901393658830515,1,0,1,1,0,0,0,0,1,0,0,0,0,0
1,1,1.048071233242515,-0.5345451980491797,-0.5007544611783037,0.049332681430319054,False,Cherbourg,yes,-0.6240080752947493,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1,1,2.0656998940674667,-0.5345451980491797,-0.5007544611783037,2.0485572268634304,False,Cherbourg,yes,-0.6240080752947493,0,0,0,0,0,0,1,1,0,0,0,0,1,0
0,3,0.902695710267522,-0.5345451980491797,0.6896894265922036,-0.7957243899972134,True,Southampton,no,0.0330656452941511,1,0,1,0,1,1,0,0,1,0,0,0,1,0
0,2,-0.4056839965074156,-0.5345451980491797,-0.5007544611783037,-0.59466865095066,False,Southampton,no,-0.6240080752947493,0,0,1,1,0,0,1,1,0,0,0,1,0,0
0,3,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.7477856461773751,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,3,0.3211936183675498,-0.5345451980491797,-0.5007544611783037,-0.8792125253374029,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,3,1.15710287547376,-0.5345451980491797,-0.5007544611783037,-0.8473116930747399,True,Cherbourg,no,-0.6240080752947493,1,0,0,0,1,1,0,1,0,0,0,0,1,0
1,3,-0.8418105654323949,-0.5345451980491797,-0.5007544611783037,-0.811219829914157,True,Southampton,yes,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,1,0,0,0
0,3,-2.0048147492323394,-0.5345451980491797,0.6896894265922036,-0.7056784724900284,False,Southampton,no,0.0330656452941511,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,3,0.1758180953925567,0.47587560314134286,-0.5007544611783037,-0.46998766912319206,True,Southampton,no,0.0330656452941511,1,0,1,0,1,1,0,0,1,0,0,1,0,0
1,3,-0.26030847353242254,-0.5345451980491797,-0.5007544611783037,-0.34147876241505615,True,Cherbourg,yes,-0.6240080752947493,1,0,0,0,1,1,0,1,0,0,0,1,0,0
1,3,-0.9871860884073879,-0.5345451980491797,-0.5007544611783037,-0.8243441437907325,False,Queenstown,yes,-0.6240080752947493,0,1,0,0,1,0,1,1,0,0,1,0,0,0
1,1,0.757320187292529,-0.5345451980491797,-0.5007544611783037,0.19279018164387443,True,Cherbourg,yes,-0.6240080752947493,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,3,-0.4056839965074156,-0.5345451980491797,-0.5007544611783037,-0.8549675428360756,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
1,2,0.3938813798550463,-0.5345451980491797,-0.5007544611783037,-0.24468694757531137,False,Southampton,yes,-0.6240080752947493,0,0,1,1,0,0,1,1,0,0,0,1,0,0
0,3,-0.5510595194824087,-0.5345451980491797,-0.5007544611783037,-0.8462180002516918,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,3,-0.11493295055742946,0.47587560314134286,-0.5007544611783037,-0.8243441437907325,True,Queenstown,no,0.0330656452941511,1,1,0,0,1,1,0,0,1,0,0,1,0,0
1,1,0.10313033390506016,0.47587560314134286,-0.5007544611783037,2.0485572268634304,False,Cherbourg,yes,0.0330656452941511,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,3,-0.18762071204492597,-0.5345451980491797,-0.5007544611783037,-0.8166882940293968,False,Southampton,yes,-0.6240080752947493,0,0,1,0,1,0,1,1,0,0,0,1,0,0
0,2,0.902695710267522,0.47587560314134286,-0.5007544611783037,0.017799329956200118,True,Southampton,no,0.0330656452941511,1,0,1,1,0,1,0,0,1,0,0,0,1,0
1,1,0.1758180953925567,-0.5345451980491797,-0.5007544611783037,2.0485572268634304,False,Cherbourg,yes,-0.6240080752947493,0,0,0,0,0,0,1,1,0,0,0,1,0,0
0,2,0.03044257241756362,-0.5345451980491797,-0.5007544611783037,-0.7040379332554565,True,Southampton,no,-0.6240080752947493,1,0,1,1,0,1,0,1,0,0,0,1,0,0
1,3,-0.9871860884073879,-0.5345451980491797,-0.5007544611783037,-0.811219829914157,True,Southampton,yes,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,1,0,0,0
0,2,-0.18762071204492597,-0.5345451980491797,-0.5007544611783037,-0.59466865095066,True,Southampton,no,-0.6240080752947493,1,0,1,1,0,1,0,1,0,0,0,1,0,0
0,3,1.556885563654991,-0.5345451980491797,-0.5007544611783037,-0.811219829914157,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,0,1,0
1,1,0.6119446643175359,0.47587560314134286,-0.5007544611783037,2.0485572268634304,True,Southampton,yes,0.0330656452941511,1,0,1,0,0,1,0,0,1,0,0,0,1,0
0,3,-0.5510595194824087,-0.5345451980491797,-0.5007544611783037,-0.754347803115663,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
1,2,-0.7691228039448983,-0.5345451980491797,-0.5007544611783037,-0.7040379332554565,True,Southampton,yes,-0.6240080752947493,1,0,1,1,0,1,0,1,0,0,0,1,0,0
0,3,-0.6600911617136535,-0.5345451980491797,-0.5007544611783037,-0.8462180002516918,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,2,-0.8418105654323949,-0.5345451980491797,-0.5007544611783037,-0.59466865095066,True,Southampton,no,-0.6240080752947493,1,0,1,1,0,1,0,1,0,0,1,0,0,0
0,3,-0.11493295055742946,2.496717205522388,0.6896894265922036,-0.049279038266977666,False,Southampton,no,2.0042868070608524,0,0,1,0,1,0,1,0,0,1,0,1,0,0
1,1,0.3938813798550463,0.47587560314134286,-0.5007544611783037,2.0485572268634304,False,Southampton,yes,0.0330656452941511,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,3,-0.042245189069932916,-0.5345451980491797,-0.5007544611783037,-0.8232504509676845,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,2,2.138387655554963,-0.5345451980491797,-0.5007544611783037,-0.5727947944897007,True,Southampton,no,-0.6240080752947493,1,0,1,1,0,1,0,1,0,0,0,0,1,0
1,3,-1.7867514647698497,3.50713800671291,1.8801333143627108,0.20974242040111785,False,Southampton,yes,3.3184342482386535,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0,2,-0.4056839965074156,-0.5345451980491797,-0.5007544611783037,-0.7040379332554565,True,Southampton,no,-0.6240080752947493,1,0,1,1,0,1,0,1,0,0,0,1,0,0
0,3,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.8330936863751163,False,Southampton,no,-0.6240080752947493,0,0,1,0,1,0,1,1,0,0,0,1,0,0
0,2,1.048071233242515,0.47587560314134286,-0.5007544611783037,-0.025948382965718463,True,Southampton,no,0.0330656452941511,1,0,1,1,0,1,0,0,1,0,0,0,1,0
1,2,-1.5686881803073602,-0.5345451980491797,1.8801333143627108,-0.015011454735238816,False,Southampton,yes,0.6901393658830515,0,0,1,1,0,0,0,0,1,0,0,0,0,0
0,2,-0.7691228039448983,-0.5345451980491797,-0.5007544611783037,-0.7040379332554565,True,Southampton,no,-0.6240080752947493,1,0,1,1,0,1,0,1,0,0,0,1,0,0
0,2,0.24850585688005322,-0.5345451980491797,-0.5007544611783037,-0.626385742819051,True,Southampton,no,-0.6240080752947493,1,0,1,1,0,1,0,1,0,0,0,1,0,0
0,3,-0.11493295055742946,0.47587560314134286,-0.5007544611783037,-0.531050726819606,False,Cherbourg,no,0.0330656452941511,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0,2,-0.042245189069932916,-0.5345451980491797,-0.5007544611783037,-0.7040379332554565,True,Southampton,no,-0.6240080752947493,1,0,1,1,0,1,0,1,0,0,0,1,0,0
0,3,-0.5510595194824087,-0.5345451980491797,-0.5007544611783037,-0.8516864643669316,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,3,0.03044257241756362,-0.5345451980491797,-0.5007544611783037,-0.8473116930747399,True,Cherbourg,no,-0.6240080752947493,1,0,0,0,1,1,0,1,0,0,0,1,0,0
0,1,1.048071233242515,1.4862964043318654,-0.5007544611783037,2.0485572268634304,True,Queenstown,no,0.6901393658830515,1,1,0,0,0,1,0,0,1,0,0,0,1,0
0,3,-0.33299623501991904,-0.5345451980491797,-0.5007544611783037,-0.8232504509676845,False,Southampton,no,-0.6240080752947493,0,0,1,0,1,0,1,1,0,0,0,1,0,0
1,2,-0.4056839965074156,-0.5345451980491797,1.8801333143627108,-0.5290470815677821,False,Southampton,yes,0.6901393658830515,0,0,1,1,0,0,1,0,1,0,0,1,0,0
1,1,0.5392569028300394,0.47587560314134286,0.6896894265922036,1.135737135505492,True,Southampton,yes,0.6901393658830515,1,0,1,0,0,1,0,0,1,0,0,0,1,0
0,2,1.7749488481174804,0.47587560314134286,-0.5007544611783037,-0.025948382965718463,True,Southampton,no,0.0330656452941511,1,0,1,1,0,1,0,0,1,0,0,0,1,0
0,3,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.8462180002516918,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,3,-0.042245189069932916,0.47587560314134286,0.6896894265922036,-0.7056784724900284,False,Southampton,no,0.6901393658830515,0,0,1,0,1,0,1,0,1,0,0,1,0,0
0,1,2.356450940017453,-0.5345451980491797,-0.5007544611783037,-0.001887140858663212,True,Southampton,no,-0.6240080752947493,1,0,1,0,0,1,0,1,0,0,0,0,0,1
0,3,0.03044257241756362,0.47587560314134286,-0.5007544611783037,-0.45905074089271236,True,Southampton,no,0.0330656452941511,1,0,1,0,1,1,0,0,1,0,0,1,0,0
0,3,0.8300079487800255,-0.5345451980491797,1.8801333143627108,-0.2791382715013223,False,Southampton,no,0.6901393658830515,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1,3,-0.042245189069932916,-0.5345451980491797,1.8801333143627108,-0.4964200372706153,False,Cherbourg,yes,0.6901393658830515,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1,1,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,2.0485572268634304,False,Cherbourg,yes,-0.6240080752947493,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,1,0.03044257241756362,-0.5345451980491797,-0.5007544611783037,2.0485572268634304,False,Southampton,yes,-0.6240080752947493,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1,1,0.3938813798550463,-0.5345451980491797,-0.5007544611783037,2.0485572268634304,False,Cherbourg,yes,-0.6240080752947493,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,2,1.4841978021674944,-0.5345451980491797,0.6896894265922036,-0.025948382965718463,False,Southampton,yes,0.0330656452941511,0,0,1,1,0,0,1,0,1,0,0,0,1,0
1,3,-1.9321269877448428,3.50713800671291,1.8801333143627108,0.20974242040111785,False,Southampton,yes,3.3184342482386535,1,0,1,0,1,0,0,0,0,1,0,0,0,0
0,1,1.6295733251424873,0.47587560314134286,0.6896894265922036,2.0485572268634304,True,Southampton,no,0.6901393658830515,1,0,1,0,0,1,0,0,1,0,0,0,1,0
0,1,0.757320187292529,-0.5345451980491797,-0.5007544611783037,-1.1633889189356015,True,Southampton,no,-0.6240080752947493,1,0,1,0,0,1,0,1,0,0,0,0,1,0
0,3,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.8243441437907325,False,Queenstown,no,-0.6240080752947493,0,1,0,0,1,0,1,1,0,0,0,1,0,0
0,2,0.46656914134254285,-0.5345451980491797,-0.5007544611783037,-0.7040379332554565,True,Southampton,no,-0.6240080752947493,1,0,1,1,0,1,0,1,0,0,0,0,1,0
0,3,-0.9871860884073879,3.50713800671291,0.6896894265922036,0.5728484376530422,True,Southampton,no,2.661360527649753,1,0,1,0,1,1,0,0,0,1,1,0,0,0
1,3,-0.33299623501991904,0.47587560314134286,-0.5007544611783037,-0.8232504509676845,True,Southampton,yes,0.0330656452941511,1,0,1,0,1,1,0,0,1,0,0,1,0,0
1,1,2.0656998940674667,-0.5345451980491797,0.6896894265922036,2.0485572268634304,False,Southampton,yes,0.0330656452941511,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,1,0.3938813798550463,-0.5345451980491797,-0.5007544611783037,2.0485572268634304,False,Southampton,yes,-0.6240080752947493,0,0,1,0,0,0,1,1,0,0,0,1,0,0
0,1,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,0.19279018164387443,True,Southampton,no,-0.6240080752947493,1,0,1,0,0,1,0,1,0,0,0,1,0,0
1,3,-0.33299623501991904,-0.5345451980491797,-0.5007544611783037,-1.1633889189356015,True,Southampton,yes,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
1,2,0.8300079487800255,-0.5345451980491797,0.6896894265922036,-0.31030851695818923,False,Southampton,yes,0.0330656452941511,0,0,1,1,0,0,1,0,1,0,0,0,1,0
0,1,0.5392569028300394,-0.5345451980491797,0.6896894265922036,0.13591815484538025,True,Cherbourg,no,0.0330656452941511,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1,1,2.4291387015049497,0.47587560314134286,-0.5007544611783037,2.0485572268634304,False,Southampton,yes,0.0330656452941511,0,0,1,0,0,0,1,0,1,0,0,0,0,1
0,3,1.1207589947300116,-0.5345451980491797,-0.5007544611783037,-0.8243441437907325,False,Southampton,no,-0.6240080752947493,0,0,1,0,1,0,1,1,0,0,0,0,1,0
0,2,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-1.1633889189356015,True,Southampton,no,-0.6240080752947493,1,0,1,1,0,1,0,1,0,0,0,1,0,0
0,3,-1.6413759417948568,3.50713800671291,0.6896894265922036,0.1107632199152771,False,Queenstown,no,2.661360527649753,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1,3,0.3938813798550463,0.47587560314134286,0.6896894265922036,-0.2774977322667503,False,Southampton,yes,0.6901393658830515,0,0,1,0,1,0,1,0,1,0,0,1,0,0
0,3,2.574514224479943,-0.5345451980491797,-0.5007544611783037,-0.8243441437907325,True,Queenstown,no,-0.6240080752947493,1,1,0,0,1,1,0,1,0,0,0,0,0,1
0,3,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.8197856321042687,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,3,-0.9871860884073879,-0.5345451980491797,-0.5007544611783037,-0.7477856461773751,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,1,0,0,0
1,3,-0.7691228039448983,-0.5345451980491797,-0.5007544611783037,-0.811219829914157,True,Southampton,yes,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,1,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.025948382965718463,True,Southampton,no,-0.6240080752947493,1,0,1,0,0,1,0,1,0,0,0,1,0,0
0,3,0.24850585688005322,-0.5345451980491797,-0.5007544611783037,-0.784424355749482,True,Cherbourg,no,-0.6240080752947493,1,0,0,0,1,1,0,1,0,0,0,1,0,0
1,3,0.03044257241756362,-0.5345451980491797,-0.5007544611783037,-0.7477856461773751,True,Southampton,yes,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,3,-0.5510595194824087,-0.5345451980491797,-0.5007544611783037,-0.8179657272467168,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
1,2,0.902695710267522,-0.5345451980491797,-0.5007544611783037,-0.59466865095066,True,Southampton,yes,-0.6240080752947493,1,0,1,1,0,1,0,1,0,0,0,0,1,0
1,3,-0.5510595194824087,-0.5345451980491797,-0.5007544611783037,-0.8243441437907325,False,Queenstown,yes,-0.6240080752947493,0,1,0,0,1,0,1,1,0,0,0,1,0,0
1,1,-0.26030847353242254,-0.5345451980491797,-0.5007544611783037,2.0485572268634304,False,Southampton,yes,-0.6240080752947493,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1,1,-0.7691228039448983,0.47587560314134286,-0.5007544611783037,2.0485572268634304,False,Cherbourg,yes,0.0330656452941511,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,2,0.46656914134254285,-0.5345451980491797,-0.5007544611783037,-0.6001371150658998,True,Cherbourg,no,-0.6240080752947493,1,0,0,1,0,1,0,1,0,0,0,0,1,0
0,3,-0.4056839965074156,-0.5345451980491797,-0.5007544611783037,-0.7762216595766223,False,Southampton,no,-0.6240080752947493,0,0,1,0,1,0,1,1,0,0,0,1,0,0
0,3,-0.4056839965074156,-0.5345451980491797,-0.5007544611783037,-0.8179657272467168,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,3,-0.4420278772511639,-0.5345451980491797,-0.5007544611783037,-0.8471279526804678,True,Cherbourg,no,-0.6240080752947493,1,0,0,0,1,1,0,1,0,0,0,1,0,0
0,1,-2.0048147492323394,0.47587560314134286,1.8801333143627108,2.0485572268634304,False,Southampton,no,1.3472130864719518,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,1,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,0.17091632518291516,True,Southampton,yes,-0.6240080752947493,1,0,1,0,0,1,0,1,0,0,0,1,0,0
1,1,1.4841978021674944,-0.5345451980491797,0.6896894265922036,2.0485572268634304,False,Cherbourg,yes,0.0330656452941511,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,3,-0.11493295055742946,1.4862964043318654,-0.5007544611783037,-0.14625459350099457,True,Queenstown,yes,0.6901393658830515,1,1,0,0,1,1,0,0,1,0,0,1,0,0
0,3,-0.7691228039448983,-0.5345451980491797,-0.5007544611783037,-1.1633889189356015,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
1,2,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,-0.6231046643499071,False,Queenstown,yes,-0.6240080752947493,0,1,0,1,0,0,1,1,0,0,0,1,0,0
1,1,-2.0833175316388357,0.47587560314134286,1.8801333143627108,2.0485572268634304,False,Southampton,yes,1.3472130864719518,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1,1,-0.11493295055742946,-0.5345451980491797,-0.5007544611783037,2.0485572268634304,False,Cherbourg,yes,-0.6240080752947493,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,1,-0.9144983269198913,0.47587560314134286,-0.5007544611783037,2.0485572268634304,False,Cherbourg,yes,0.0330656452941511,0,0,0,0,0,0,1,0,1,0,1,0,0,0
0,2,0.03044257241756362,0.47587560314134286,-0.5007544611783037,-0.11344380880955562,True,Cherbourg,no,0.0330656452941511,1,0,0,1,0,1,0,0,1,0,0,1,0,0
1,1,0.03044257241756362,-0.5345451980491797,-0.5007544611783037,1.3271333795388858,False,Cherbourg,yes,-0.6240080752947493,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,1,-0.4056839965074156,-0.5345451980491797,-0.5007544611783037,2.0485572268634304,False,Cherbourg,yes,-0.6240080752947493,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,1,-0.8418105654323949,1.4862964043318654,1.8801333143627108,2.0485572268634304,False,Cherbourg,yes,2.0042868070608524,0,0,0,0,0,0,1,0,0,1,1,0,0,0
0,2,-0.26030847353242254,0.47587560314134286,0.6896894265922036,-0.025948382965718463,False,Southampton,no,0.6901393658830515,0,0,1,1,0,0,1,0,1,0,0,1,0,0
0,2,0.9753834717550186,0.47587560314134286,0.6896894265922036,-0.015011454735238816,True,Southampton,no,0.6901393658830515,1,0,1,1,0,1,0,0,1,0,0,0,1,0
1,3,-0.26030847353242254,-0.5345451980491797,-0.5007544611783037,-0.8197856321042687,False,Southampton,yes,-0.6240080752947493,0,0,1,0,1,0,1,1,0,0,0,1,0,0
1,2,-0.4056839965074156,0.47587560314134286,-0.5007544611783037,-0.025948382965718463,False,Southampton,yes,0.0330656452941511,0,0,1,1,0,0,1,0,1,0,0,1,0,0
0,2,1.7749488481174804,-0.5345451980491797,-0.5007544611783037,-0.5509209380287414,True,Southampton,no,-0.6240080752947493,1,0,1,1,0,1,0,1,0,0,0,0,1,0
1,1,0.10313033390506016,-0.5345451980491797,1.8801333143627108,2.0485572268634304,False,Southampton,yes,0.6901393658830515,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,1,0.757320187292529,0.47587560314134286,0.6896894265922036,2.0485572268634304,False,Cherbourg,yes,0.6901393658830515,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,3,-0.18762071204492597,-0.5345451980491797,-0.5007544611783037,-0.8179657272467168,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,1,0,0
1,2,0.03044257241756362,-0.5345451980491797,-0.5007544611783037,-0.6231046643499071,False,Queenstown,yes,-0.6240080752947493,0,1,0,1,0,0,1,1,0,0,0,1,0,0
1,2,-0.5510595194824087,0.47587560314134286,0.6896894265922036,0.10529475580003728,False,Southampton,yes,0.6901393658830515,0,0,1,1,0,0,1,0,1,0,0,1,0,0
1,1,0.46656914134254285,-0.5345451980491797,-0.5007544611783037,2.0485572268634304,False,Cherbourg,yes,-0.6240080752947493,0,0,0,0,0,0,1,1,0,0,0,0,1,0
0,3,2.283763178529956,-0.5345451980491797,-0.5007544611783037,-0.8905125595851344,True,Southampton,no,-0.6240080752947493,1,0,1,0,1,1,0,1,0,0,0,0,0,1
1,2,0.46656914134254285,-0.5345451980491797,-0.5007544611783037,-0.59466865095066,False,Southampton,yes,-0.6240080752947493,0,0,1,1,0,0,1,1,0,0,0,0,1,0
1,3,0.10313033390506016,0.47587560314134286,0.6896894265922036,-0.26546711121322275,False,Southampton,yes,0.6901393658830515,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1,1,-0.9871860884073879,-0.5345451980491797,0.6896894265922036,1.3730684781069002,False,Cherbourg,yes,0.0330656452941511,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1,3,-0.11493295055742946,1.4862964043318654,-0.5007544611783037,-0.14625459350099457,False,Queenstown,yes,0.6901393658830515,0,1,0,0,1,0,1,0,1,0,0,1,0,0
